gene	region	logFC_DEG	padj	logFC_DTR	F	FDR	DTR_direction
HELPU_006354	jcf7180000348021_78401_78600	2.55561626111603	0.000153986179263126	3.62835981290882	21.9559695359107	0.00416071013435886	DTR_up
HELPU_007150	jcf7180000417839_55101_55200	-1.18816016475943	0.0466301482203218	4.95279568262355	12.0320130738806	0.035642240593589	DTR_up
HELPU_007179	jcf7180000347748_56801_56900	1.68202660466373	0.000980619073793311	5.90411081974599	19.199350415498	0.00761350222427589	DTR_up
HELPU_007207	jcf7180000420514_119001_119200	2.54816447392022	0.00179913172815358	1.5692514250637	12.121270630937	0.0308974801169916	DTR_up
HELPU_007667	jcf7180000348756_19501_19700	1.22927181700168	0.028723925839118	1.53701715223073	10.5581990455314	0.0446636467768264	DTR_up
HELPU_008034	jcf7180000413429_106501_106600	-1.04120224062584	0.0102303541446792	-1.27008809275821	16.7895700711059	0.0110323473902136	DTR_down
HELPU_008272	jcf7180000347624_179201_179300	-2.29434044805879	0.0462933148506212	5.79678153984426	17.4221579720003	0.010651024316539	DTR_up
HELPU_008707	jcf7180000347963_19001_19100	-1.74046766150382	1.81099592093604e-05	4.78589826820961	11.155373480606	0.0432416525976807	DTR_up
HELPU_008740	jcf7180000421883_57201_57800	1.9377632119649	0.0120966296391149	3.39136545483102	13.9604022494087	0.020520691351986	DTR_up
HELPU_008897	jcf7180000392536_117801_118000	-4.68566485271701	1.11938290961855e-05	3.52840972758348	19.9028881247886	0.00599561222790688	DTR_up
HELPU_009627	jcf7180000356396_57901_58100	1.34840814251869	0.0114508471806549	-1.93263286177694	12.0587451513072	0.0312792165825274	DTR_down
HELPU_009661	jcf7180000416163_321701_321800	2.2363596346057	0.0148136770788728	-2.80277368508582	18.9489212995284	0.00714221909559027	DTR_down
HELPU_009715	jcf7180000349574_197601_197700	-2.77656628013475	0.0342317618217085	-5.60970876662933	21.4830457721643	0.00696542814776281	DTR_down
HELPU_009782	jcf7180000350978_69101_69500	2.15913204592225	0.0126906829381496	1.34668725901727	14.2379164363533	0.019167545056516	DTR_up
HELPU_009885	jcf7180000417939_43301_43400	3.8151297966276	9.59565538196961e-05	5.12561656414466	25.3344038869751	0.00234234763468272	DTR_up
HELPU_009885	jcf7180000417939_41201_41300	3.8151297966276	9.59565538196961e-05	2.3640956509262	10.9267116685928	0.0408740708664808	DTR_up
HELPU_009959	jcf7180000347471_81801_81900	4.05272679289429	0.000858425419332493	4.99393924198241	14.8870909264426	0.0179020877583043	DTR_up
HELPU_009959	jcf7180000347471_82801_83000	4.05272679289429	0.000858425419332493	1.08383681339342	12.8041662398994	0.0263072752503066	DTR_up
HELPU_009959	jcf7180000347471_80901_81100	4.05272679289429	0.000858425419332493	1.67503430712052	10.6186023673934	0.0440770630763478	DTR_up
HELPU_010081	jcf7180000350164_53901_54600	1.64629308506278	0.018190437960513	1.1167097087216	11.2721955902503	0.0375928041953164	DTR_up
HELPU_010137	jcf7180000421968_69601_70300	2.03008471100046	6.09222233751387e-05	1.70385245939034	25.102553067689	0.00238381015515569	DTR_up
HELPU_010368	jcf7180000357179_28701_28800	3.13388136536555	0.0379226212696868	3.20354697726458	10.4290878469561	0.0460272657743618	DTR_up
HELPU_010952	jcf7180000392563_229801_230100	4.65266481637106	0.00631218916087486	1.38286607699321	17.0422615657529	0.0171716134900474	DTR_up
HELPU_011032	jcf7180000349967_72901_73000	-1.80957294856531	0.0039355722632856	4.0469180124471	22.9555369794636	0.00349416623700936	DTR_up
HELPU_011032	jcf7180000349967_74101_74500	-1.80957294856531	0.0039355722632856	-1.33804274635185	10.2405955629037	0.0480671373468039	DTR_down
HELPU_011200	jcf7180000413849_13701_14000	1.7386583468298	0.0326791222251102	1.6783770646189	22.8018792390808	0.0036017450285984	DTR_up
HELPU_012357	jcf7180000396864_28701_29000	8.13098921433631	4.15289245442817e-05	1.99459214833691	11.2560371715551	0.0378123744155342	DTR_up
HELPU_013061	jcf7180000422201_56601_56700	-3.95625325604713	4.48199463357803e-05	4.90834289451986	13.2876444928498	0.0271815976000971	DTR_up
HELPU_013418	jcf7180000359088_24301_24400	-3.72226990840997	5.31159908731322e-05	-3.03816657624993	15.5088409488039	0.0144910845823612	DTR_down
HELPU_013818	jcf7180000347702_61801_61900	-5.70416337604804	5.67288549320571e-14	5.04701923521876	12.9338445923611	0.0271810581063666	DTR_up
HELPU_014126	jcf7180000420652_31101_31200	4.2816261425348	0.0122806840128225	2.29949078613698	11.4929898716439	0.0357908322712789	DTR_up
HELPU_014550	jcf7180000418051_34201_34400	-3.56405811301614	0.000716668938784071	2.94655565026155	29.3944450442131	0.00116223176755547	DTR_up
HELPU_014967	jcf7180000417453_33601_33700	-3.94743711648469	5.51076742078305e-06	-5.96571997405778	21.4697332201005	0.00513180158224915	DTR_down
HELPU_014977	jcf7180000351297_27101_27400	-1.89937744491952	0.00412612924191656	-1.96929024424757	15.7511294427127	0.0137629390969103	DTR_down
HELPU_014977	jcf7180000351297_32501_32600	-1.89937744491952	0.00412612924191656	-3.5652655640567	13.1579033837097	0.0243275763390615	DTR_down
HELPU_014977	jcf7180000351297_31801_32000	-1.89937744491952	0.00412612924191656	-2.80377396805178	22.0241453310084	0.00411315995666986	DTR_down
HELPU_015352	jcf7180000414076_27701_27900	4.13162443737973	0.00100543561879752	4.44993908167443	34.9237272625299	0.000511515146979299	DTR_up
HELPU_016302	jcf7180000358036_21401_21500	2.56071616727726	0.000153180033600267	4.67582566549582	12.6603695540873	0.0310732567227185	DTR_up
HELPU_016386	jcf7180000360184_39201_39400	2.711778012339	1.11575332240668e-06	3.21717456308875	15.214871169985	0.0157041000899533	DTR_up
HELPU_016749	jcf7180000417826_26401_26900	-1.31274404494105	0.0352378118656608	1.2753460254434	12.1942729557265	0.0303184309329622	DTR_up
HELPU_016796	jcf7180000361137_2401_2600	4.15411927932976	0.00150170604073912	4.68670450424201	14.1495218550994	0.0208751501858644	DTR_up
HELPU_016841	jcf7180000357242_13101_13300	-1.43764003251549	0.00200818368458225	-1.72707799339874	16.4302513252182	0.0118661669782698	DTR_down
HELPU_017295	jcf7180000417266_30901_31100	3.63322603129512	0.00389978432874466	1.91071125697698	11.8791247896912	0.0326591080231433	DTR_up
HELPU_017515	jcf7180000348059_8301_8400	-1.70521785350058	0.00098933006400001	3.18743059304813	10.2329700596581	0.0481595158333277	DTR_up
HELPU_017653	jcf7180000361362_76801_77300	1.41382726285991	0.0314085157393957	-2.05885839578065	31.6037970289569	0.000808647281717097	DTR_down
HELPU_017746	jcf7180000347751_16501_16700	2.20620839640065	0.0128555269547467	-1.76425704423668	15.7591831278726	0.0137428023623087	DTR_down
HELPU_017883	jcf7180000353453_7901_8300	-6.62740027311669	2.77985765922305e-08	-1.80245693658624	16.3649540120426	0.0120355798246862	DTR_down
HELPU_018162	jcf7180000353494_32301_32500	2.12094516874668	0.000261686721354763	4.03367660480259	31.7953699722486	0.000789923627353682	DTR_up
HELPU_018162	jcf7180000353494_30001_30200	2.12094516874668	0.000261686721354763	2.33199957315034	13.6549417254721	0.0217413226715055	DTR_up
HELPU_018220	jcf7180000422580_13301_13500	1.24362404980427	0.0138703939154338	1.47594420305984	14.1444256255929	0.0194857946567435	DTR_up
HELPU_018381	jcf7180000347822_16701_16900	2.78142475952919	0.0324572388333735	6.42149278265166	22.0106441243488	0.0046880690585194	DTR_up
HELPU_018554	jcf7180000363623_9101_9400	-3.15036363146207	0.00644763196714226	-2.25100632458286	14.9784131407064	0.0164323790359898	DTR_down
HELPU_019090	jcf7180000417947_23701_23900	7.2910397348499	2.04381364470579e-05	-2.82569136049017	15.414590718198	0.0149755892211466	DTR_down
HELPU_019129	jcf7180000358954_10901_11000	3.10591971944037	0.0215674901011297	1.92003914746559	13.1067296689608	0.02459264896866	DTR_up
HELPU_019638	jcf7180000367403_6801_7100	-2.23545619107758	0.047823193441639	-2.72098234704167	40.7000318879505	0.000236319980814325	DTR_down
HELPU_019771	jcf7180000358268_2701_3000	2.00721036740811	0.000391519207778457	-1.48456095442262	12.9627098173456	0.0254057680009039	DTR_down
HELPU_020203	jcf7180000347280_24201_24500	2.00530086937338	0.0411459474114253	4.0007514147483	39.9533712410146	0.00025524172959729	DTR_up
HELPU_020999	jcf7180000413646_32001_32100	1.79877166028097	0.00981586556126027	5.26190906517327	11.4565886873473	0.0404191551575104	DTR_up
HELPU_021104	jcf7180000350780_16001_16100	-1.24547517945667	0.0277968478177083	-5.51043923603924	28.5022532447706	0.00146891774468895	DTR_down
HELPU_021296	jcf7180000420493_15801_15900	1.49017170592394	0.0302779944465659	-3.67668267528527	11.933520040667	0.0363079465674343	DTR_down
HELPU_021373	jcf7180000381393_7501_7900	-3.07800665993239	0.00498037519256781	1.10053972217257	12.5871103058513	0.0276791505599634	DTR_up
HELPU_021487	jcf7180000392876_20201_20500	2.75380179618473	0.000314421208064772	2.26896523488234	16.5279798373299	0.0116486688474467	DTR_up
HELPU_021770	jcf7180000356763_28001_28200	1.37761240458524	0.0444812830487334	3.16422439020737	11.9610204523036	0.0320122756992549	DTR_up
HELPU_021890	jcf7180000383269_4001_4100	-3.31204646324874	0.0347648751205083	-1.50134607398734	10.7510745243273	0.042704947903954	DTR_down
HELPU_022121	jcf7180000356619_36001_36300	2.02827551452346	0.00316305543970001	-1.39293707558627	12.992094646961	0.0252569931749652	DTR_down
HELPU_022131	jcf7180000421007_4801_5000	1.28218533742034	0.038999997372463	0.980878937973246	13.5818298444718	0.0220525167329676	DTR_up
HELPU_022480	jcf7180000363981_19201_19300	3.81198748575308	2.54826170627645e-07	2.68022565367209	12.7270724401107	0.0267613125718212	DTR_up
HELPU_023075	jcf7180000353354_90101_90300	-3.0576021869349	0.0480400522096352	1.51564661414194	22.1611613664962	0.0040381615822081	DTR_up
HELPU_023783	jcf7180000363662_7901_8000	-3.77010452243494	2.81506928011454e-05	3.00665126302295	30.4806371603691	0.000977174595816701	DTR_up
HELPU_023938	jcf7180000347756_9201_9400	2.12982096940793	0.0453296111721903	2.7387445188496	11.7047161014046	0.0340166061179782	DTR_up
